name,address,phone,website,operator,operator_type,board,levels,gender,religion,language,lat,lon,osm_url,Name,Address,Fee Structure,Basic Infomation,Contact Details,FAQ,Admission Details,Other Key Infomation,School Infrastructure Details,Co-Curricular Activities,Travel Infomation,Review,Summary
Anupama English School,,,,,,,,,,,13.0000789,77.5409358,https://www.openstreetmap.org/node/1474058087,Anupama English School,,,,,,,https://www.openstreetmap.org/node/1474058087,,,"13.0000789, 77.5409358",,
Apollo National Public School,,,,,,,,,,,12.9231645,77.5576937,https://www.openstreetmap.org/way/1087732061,Apollo National Public School,,,,,,,https://www.openstreetmap.org/way/1087732061,,,"12.9231645, 77.5576937",,
APS Public School,Bull Temple Road,,,,,,,,,,12.9400098,77.5677654,https://www.openstreetmap.org/way/687319737,APS Public School,Bull Temple Road,,,,,,https://www.openstreetmap.org/way/687319737,,,"12.9400098, 77.5677654",,
Aradhana Academy,,,,,,,,,,,12.8847019,77.5917498,https://www.openstreetmap.org/node/2855634916,Aradhana Academy,,,,,,,https://www.openstreetmap.org/node/2855634916,,,"12.8847019, 77.5917498",,
Aradhana Academy,,,,,,,,,,,12.884787,77.5920495,https://www.openstreetmap.org/way/678333101,Aradhana Academy,,,,,,,https://www.openstreetmap.org/way/678333101,,,"12.884787, 77.5920495",,
"Aradhana EHPS Arakere, Arakere",,,,Private Un-Aided,,,3,,,,12.8846325,77.5920843,https://www.openstreetmap.org/node/6406180475,"Aradhana EHPS Arakere, Arakere",,,operator=Private Un-Aided; levels=3,,,,https://www.openstreetmap.org/node/6406180475,,,"12.8846325, 77.5920843",,
Aradhana KHPS Arakere,,,,Private Un-Aided,,,3,,,,12.8851154,77.5917402,https://www.openstreetmap.org/node/6400468408,Aradhana KHPS Arakere,,,operator=Private Un-Aided; levels=3,,,,https://www.openstreetmap.org/node/6400468408,,,"12.8851154, 77.5917402",,
Army Public School,,,,,,,,,,,12.9782933,77.6109283,https://www.openstreetmap.org/way/1050589708,Army Public School,,,,,,,https://www.openstreetmap.org/way/1050589708,,,"12.9782933, 77.6109283",,
Army Public School ASC C&C,,,,,,,,,,,12.964343,77.6190484,https://www.openstreetmap.org/way/1050589709,Army Public School ASC C&C,,,,,,,https://www.openstreetmap.org/way/1050589709,,,"12.964343, 77.6190484",,
Ashraya's Children's Home,,,,,,,,,,,12.9805411,77.6375174,https://www.openstreetmap.org/way/330038220,Ashraya's Children's Home,,,,,,,https://www.openstreetmap.org/way/330038220,,,"12.9805411, 77.6375174",,
Assisi School,,,,,,,,,,,13.026686,77.7030639,https://www.openstreetmap.org/way/1196104387,Assisi School,,,,,,,https://www.openstreetmap.org/way/1196104387,,,"13.026686, 77.7030639",,
Assumption English High School,"12th Main Road, Bangalore, 560010",+918023325723,https://www.assumptionschoolabe.co.in/,,,,,mixed,,,12.9925083,77.554919,https://www.openstreetmap.org/way/766245127,Assumption English High School,"12th Main Road, Bangalore, 560010",,gender=mixed,phone: +918023325723 | website: https://www.assumptionschoolabe.co.in/,,,https://www.openstreetmap.org/way/766245127,,,"12.9925083, 77.554919",,
Athena Public School,,,,,,,,,,,12.9569921,77.5644924,https://www.openstreetmap.org/node/11178079817,Athena Public School,,,,,,,https://www.openstreetmap.org/node/11178079817,,,"12.9569921, 77.5644924",,
Auden Public School,,,,,,,,,,,12.9381024,77.543378,https://www.openstreetmap.org/node/953435253,Auden Public School,,,,,,,https://www.openstreetmap.org/node/953435253,,,"12.9381024, 77.543378",,
Auden School,,,,,,,,,,,12.9323436,77.5437984,https://www.openstreetmap.org/node/953685844,Auden School,,,,,,,https://www.openstreetmap.org/node/953685844,,,"12.9323436, 77.5437984",,
Auro Mirra International School,,,,,,,,,,,12.9789173,77.6167663,https://www.openstreetmap.org/way/603115732,Auro Mirra International School,,,,,,,https://www.openstreetmap.org/way/603115732,,,"12.9789173, 77.6167663",,
B M Valley School,,,,,,,,,,,12.9417677,77.5258988,https://www.openstreetmap.org/node/7176651698,B M Valley School,,,,,,,https://www.openstreetmap.org/node/7176651698,,,"12.9417677, 77.5258988",,
B. P. Indian,,,,,,,,,,,13.0011737,77.5683395,https://www.openstreetmap.org/node/598212615,B. P. Indian,,,,,,,https://www.openstreetmap.org/node/598212615,,,"13.0011737, 77.5683395",,
"Babymirror HPS Vivekanagar, Austin Town W No 71",,,,Private Un-Aided,,,3,,,,12.9572323,77.6179802,https://www.openstreetmap.org/node/6408981408,"Babymirror HPS Vivekanagar, Austin Town W No 71",,,operator=Private Un-Aided; levels=3,,,,https://www.openstreetmap.org/node/6408981408,,,"12.9572323, 77.6179802",,
Babymona EHPS Koramangala,,,,Private Un-Aided,,,3,,,,12.9349547,77.6217464,https://www.openstreetmap.org/node/6536304794,Babymona EHPS Koramangala,,,operator=Private Un-Aided; levels=3,,,,https://www.openstreetmap.org/node/6536304794,,,"12.9349547, 77.6217464",,
"Bala Aesu Vidyalaya HPS Viveka, Austin Town W No 71",,,,Private Un-Aided,,,2,,,,12.9541946,77.6185446,https://www.openstreetmap.org/node/6408995812,"Bala Aesu Vidyalaya HPS Viveka, Austin Town W No 71",,,operator=Private Un-Aided; levels=2,,,,https://www.openstreetmap.org/node/6408995812,,,"12.9541946, 77.6185446",,
Bala Vidya Mandir School,,,,,,,,,,,12.986139,77.5508943,https://www.openstreetmap.org/node/9936631185,Bala Vidya Mandir School,,,,,,,https://www.openstreetmap.org/node/9936631185,,,"12.986139, 77.5508943",,
Baldwin Boys High School,,,,,,,,,,,12.9625196,77.6060778,https://www.openstreetmap.org/way/138223945,Baldwin Boys High School,,,,,,,https://www.openstreetmap.org/way/138223945,,,"12.9625196, 77.6060778",,
Baldwin Girls' High School,,,,,,,,,,,12.9642555,77.6003306,https://www.openstreetmap.org/way/23030047,Baldwin Girls' High School,,,,,,,https://www.openstreetmap.org/way/23030047,,,"12.9642555, 77.6003306",,
Baldwin Opportunity School,,,,,,,,,,,12.9646791,77.601165,https://www.openstreetmap.org/way/1124838108,Baldwin Opportunity School,,,,,,,https://www.openstreetmap.org/way/1124838108,,,"12.9646791, 77.601165",,
Bangalore Blaze Girls High School,,,,,,,,,,,12.9582352,77.517911,https://www.openstreetmap.org/node/1463510108,Bangalore Blaze Girls High School,,,,,,,https://www.openstreetmap.org/node/1463510108,,,"12.9582352, 77.517911",,
Bangalore Education Society,,,,,,,,,,,12.9989866,77.5686607,https://www.openstreetmap.org/way/1069218265,Bangalore Education Society,,,,,,,https://www.openstreetmap.org/way/1069218265,,,"12.9989866, 77.5686607",,
Bangalore Educational Society,,,,,,,,,,,12.9269543,77.5885571,https://www.openstreetmap.org/node/1657121854,Bangalore Educational Society,,,,,,,https://www.openstreetmap.org/node/1657121854,,,"12.9269543, 77.5885571",,
Bangalore High School(BHS),,,,,,,,,,,12.9282849,77.5868566,https://www.openstreetmap.org/node/1657124482,Bangalore High School(BHS),,,,,,,https://www.openstreetmap.org/node/1657124482,,,"12.9282849, 77.5868566",,
Bangalore Higher Secondary School (BHSS),,,,,,,,,,,12.9411323,77.5808612,https://www.openstreetmap.org/way/202799608,Bangalore Higher Secondary School (BHSS),,,,,,,https://www.openstreetmap.org/way/202799608,,,"12.9411323, 77.5808612",,
Bangalore International Public School,Uttarahalli Main Road,,,,,,,,,,12.9095131,77.5502862,https://www.openstreetmap.org/node/1085786963,Bangalore International Public School,Uttarahalli Main Road,,,,,,https://www.openstreetmap.org/node/1085786963,,,"12.9095131, 77.5502862",,
Bangalore International School,"Hennur Bagalur Road, Kothanur Post, Bangalore, 560 077","+91-80-28465060, +91-80-28445852",https://www.bangaloreinternationalschool.com/,,,,,,,,13.0472901,77.6467673,https://www.openstreetmap.org/way/35185823,Bangalore International School,"Hennur Bagalur Road, Kothanur Post, Bangalore, 560 077",,,"phone: +91-80-28465060, +91-80-28445852 | website: https://www.bangaloreinternationalschool.com/",,,https://www.openstreetmap.org/way/35185823,,,"13.0472901, 77.6467673",,
Bangalore Montessori Eng School,,,,Private Un-Aided,,,2,,,,12.9554582,77.6374537,https://www.openstreetmap.org/node/6442682034,Bangalore Montessori Eng School,,,operator=Private Un-Aided; levels=2,,,,https://www.openstreetmap.org/node/6442682034,,,"12.9554582, 77.6374537",,
Bangalore Montessori High School,,,,,,,,,,,12.9561948,77.6376138,https://www.openstreetmap.org/node/3453556782,Bangalore Montessori High School,,,,,,,https://www.openstreetmap.org/node/3453556782,,,"12.9561948, 77.6376138",,
Bangalore Public School,,,,,,,,,,,12.9633497,77.6451765,https://www.openstreetmap.org/way/397737944,Bangalore Public School,,,,,,,https://www.openstreetmap.org/way/397737944,,,"12.9633497, 77.6451765",,
Bangalore Scottish School,"#24-39 7th Main Road, 560078",9513731352,https://www.orchidsinternationalschool.com/bangalore-branches/jp-nagar/,Orchids International School,,,,,,,12.8803576,77.5796579,https://www.openstreetmap.org/node/2173392419,Bangalore Scottish School,"#24-39 7th Main Road, 560078",,operator=Orchids International School,phone: 9513731352 | website: https://www.orchidsinternationalschool.com/bangalore-branches/jp-nagar/,,,https://www.openstreetmap.org/node/2173392419,,,"12.8803576, 77.5796579",,
Basava Residential Girls School,,,,,,,,,,,12.8904886,77.4691111,https://www.openstreetmap.org/way/1114982298,Basava Residential Girls School,,,,,,,https://www.openstreetmap.org/way/1114982298,,,"12.8904886, 77.4691111",,
Basaweshwara School,,,,,,,,,,,12.9943157,77.5532784,https://www.openstreetmap.org/way/314079480,Basaweshwara School,,,,,,,https://www.openstreetmap.org/way/314079480,,,"12.9943157, 77.5532784",,
BASE,,,,,,,,,,,12.9455787,77.5679644,https://www.openstreetmap.org/node/1473921785,BASE,,,,,,,https://www.openstreetmap.org/node/1473921785,,,"12.9455787, 77.5679644",,
BBMP College,,,,,,,,,,,12.9738555,77.6302876,https://www.openstreetmap.org/way/616276010,BBMP College,,,,,,,https://www.openstreetmap.org/way/616276010,,,"12.9738555, 77.6302876",,
BBMP Girls School,,,,BBMP,,,,,,,12.9900027,77.6103196,https://www.openstreetmap.org/way/1160807142,BBMP Girls School,,,operator=BBMP,,,,https://www.openstreetmap.org/way/1160807142,,,"12.9900027, 77.6103196",,
BBMP Girls' School,,,,,,,,,,,12.9819301,77.6067654,https://www.openstreetmap.org/way/1350961413,BBMP Girls' School,,,,,,,https://www.openstreetmap.org/way/1350961413,,,"12.9819301, 77.6067654",,
BBMP High School,,,,,,,,,,,12.9569478,77.6015303,https://www.openstreetmap.org/node/11602938154,BBMP High School,,,,,,,https://www.openstreetmap.org/node/11602938154,,,"12.9569478, 77.6015303",,
BBMP Junior College and Girls High School,,,,,,,,,,,12.998156,77.56453,https://www.openstreetmap.org/way/1106630234,BBMP Junior College and Girls High School,,,,,,,https://www.openstreetmap.org/way/1106630234,,,"12.998156, 77.56453",,
BBMP School,,,,,,,,,,,13.0616978,77.6423258,https://www.openstreetmap.org/way/1265866289,BBMP School,,,,,,,https://www.openstreetmap.org/way/1265866289,,,"13.0616978, 77.6423258",,
BBMP Vidya Mandir School,,,,,,,,,,,13.0031598,77.5725489,https://www.openstreetmap.org/way/335169247,BBMP Vidya Mandir School,,,,,,,https://www.openstreetmap.org/way/335169247,,,"13.0031598, 77.5725489",,
BBUL Jain Vidyalaya,,,,,,,,,,,12.9540088,77.5724909,https://www.openstreetmap.org/node/1791576981,BBUL Jain Vidyalaya,,,,,,,https://www.openstreetmap.org/node/1791576981,,,"12.9540088, 77.5724909",,
BCR Public school,Begur Lake Road,,,,,,,,,,12.8814976,77.6352146,https://www.openstreetmap.org/node/12878810901,BCR Public school,Begur Lake Road,,,,,,https://www.openstreetmap.org/node/12878810901,,,"12.8814976, 77.6352146",,
"Begur Channarayappa Ramiya, Chikkabegur",,,,Private Un-Aided,,,3,,,,12.8818317,77.6358456,https://www.openstreetmap.org/node/6438107328,"Begur Channarayappa Ramiya, Chikkabegur",,,operator=Private Un-Aided; levels=3,,,,https://www.openstreetmap.org/node/6438107328,,,"12.8818317, 77.6358456",,
BEL CBSE Vidyalaya,,,,,,,,,,,13.0444977,77.5545298,https://www.openstreetmap.org/way/133020179,BEL CBSE Vidyalaya,,,,,,,https://www.openstreetmap.org/way/133020179,,,"13.0444977, 77.5545298",,
BEL High School,,,,,,,,,,,13.0490487,77.555062,https://www.openstreetmap.org/way/42407830,BEL High School,,,,,,,https://www.openstreetmap.org/way/42407830,,,"13.0490487, 77.555062",,
BES Naganathapura,,,,Private Un-Aided,,,3,,,,12.8717726,77.6714141,https://www.openstreetmap.org/node/6745433500,BES Naganathapura,,,operator=Private Un-Aided; levels=3,,,,https://www.openstreetmap.org/node/6745433500,,,"12.8717726, 77.6714141",,
BET Convent,,,,,,,,,,,12.9209531,77.5213014,https://www.openstreetmap.org/node/3546831488,BET Convent,,,,,,,https://www.openstreetmap.org/node/3546831488,,,"12.9209531, 77.5213014",,
BET Mahadeshwar Nagar,,,,Department of Education,,,2,,,,12.9066742,77.6109339,https://www.openstreetmap.org/node/6347046521,BET Mahadeshwar Nagar,,,operator=Department of Education; levels=2,,,,https://www.openstreetmap.org/node/6347046521,,,"12.9066742, 77.6109339",,
Bethany High School,,,,,,,,,,,12.9406352,77.6209531,https://www.openstreetmap.org/way/32291138,Bethany High School,,,,,,,https://www.openstreetmap.org/way/32291138,,,"12.9406352, 77.6209531",,
Bethany High School Koramangala,,,,Private Un-Aided,,,3,,,,12.9404971,77.6207624,https://www.openstreetmap.org/node/1464792933,Bethany High School Koramangala,,,operator=Private Un-Aided; levels=3,,,,https://www.openstreetmap.org/node/1464792933,,,"12.9404971, 77.6207624",,
Bethesda Academy,,,,,,,,,,,12.998522,77.6157112,https://www.openstreetmap.org/node/7255929444,Bethesda Academy,,,,,,,https://www.openstreetmap.org/node/7255929444,,,"12.998522, 77.6157112",,
Bethesda High School,"51 Railway Parallel Road, Bangalore",,,,,,,,,,12.9962155,77.5833869,https://www.openstreetmap.org/way/1125999710,Bethesda High School,"51 Railway Parallel Road, Bangalore",,,,,,https://www.openstreetmap.org/way/1125999710,,,"12.9962155, 77.5833869",,
Bethesda International School,,,,,,,,,,,12.9282501,77.4855451,https://www.openstreetmap.org/way/614224625,Bethesda International School,,,,,,,https://www.openstreetmap.org/way/614224625,,,"12.9282501, 77.4855451",,
BGS National Public School,,,,,,,,,,,12.877533,77.5997024,https://www.openstreetmap.org/way/290364531,BGS National Public School,,,,,,,https://www.openstreetmap.org/way/290364531,,,"12.877533, 77.5997024",,
BGS Public School,,,,,,,,,,,12.9022641,77.4974982,https://www.openstreetmap.org/node/1228960967,BGS Public School,,,,,,,https://www.openstreetmap.org/node/1228960967,,,"12.9022641, 77.4974982",,
BGS World School,"6, 7 Pipeline Road, Mahalakshmipuram, Bengaluru, 560086",+918023496765,https://www.bgsworldschoolml.com/,,,,,mixed,,,13.0049694,77.5449384,https://www.openstreetmap.org/way/773258621,BGS World School,"6, 7 Pipeline Road, Mahalakshmipuram, Bengaluru, 560086",,gender=mixed,phone: +918023496765 | website: https://www.bgsworldschoolml.com/,,,https://www.openstreetmap.org/way/773258621,,,"13.0049694, 77.5449384",,
Bharat Seva Dal,,,,,,,,,,,12.9873383,77.5805314,https://www.openstreetmap.org/node/1614268180,Bharat Seva Dal,,,,,,,https://www.openstreetmap.org/node/1614268180,,,"12.9873383, 77.5805314",,
Bharat Seva Dal,,,,,,,,,,,12.9873579,77.5805107,https://www.openstreetmap.org/way/1124838493,Bharat Seva Dal,,,,,,,https://www.openstreetmap.org/way/1124838493,,,"12.9873579, 77.5805107",,
Bharathiya Vidhyaniketan High School,,,,,,,,,,,13.0067975,77.7001539,https://www.openstreetmap.org/way/679185386,Bharathiya Vidhyaniketan High School,,,,,,,https://www.openstreetmap.org/way/679185386,,,"13.0067975, 77.7001539",,
Bishop Cotton Boys School,,+918040527888,https://bishopcottonboysschool.edu.in/,,,,,male,,,12.9684197,77.5992361,https://www.openstreetmap.org/way/38773283,Bishop Cotton Boys School,,,gender=male,phone: +918040527888 | website: https://bishopcottonboysschool.edu.in/,,,https://www.openstreetmap.org/way/38773283,,,"12.9684197, 77.5992361",,
Bishop Cotton Girls School,,+918040527888,https://www.bishopcottongirls.com/,,,,,female,,,12.9698651,77.601741,https://www.openstreetmap.org/way/208698152,Bishop Cotton Girls School,,,gender=female,phone: +918040527888 | website: https://www.bishopcottongirls.com/,,,https://www.openstreetmap.org/way/208698152,,,"12.9698651, 77.601741",,
BKS,,,,,,,,,,,12.983464,77.6135965,https://www.openstreetmap.org/node/4844863355,BKS,,,,,,,https://www.openstreetmap.org/node/4844863355,,,"12.983464, 77.6135965",,
Blessed Care Nivas,,,,,,,,,,,13.0460828,77.6437157,https://www.openstreetmap.org/way/772203231,Blessed Care Nivas,,,,,,,https://www.openstreetmap.org/way/772203231,,,"13.0460828, 77.6437157",,
Bloosom Sch,,,,Private Un-Aided,,,1,,,,12.8946717,77.6234961,https://www.openstreetmap.org/node/6494578596,Bloosom Sch,,,operator=Private Un-Aided; levels=1,,,,https://www.openstreetmap.org/node/6494578596,,,"12.8946717, 77.6234961",,
Blossom International School,,,,,,,,,,,13.020169,77.7155508,https://www.openstreetmap.org/way/1241563220,Blossom International School,,,,,,,https://www.openstreetmap.org/way/1241563220,,,"13.020169, 77.7155508",,
Blossom School,,,,,,,,,,,12.9042667,77.5615543,https://www.openstreetmap.org/way/1270568444,Blossom School,,,,,,,https://www.openstreetmap.org/way/1270568444,,,"12.9042667, 77.5615543",,
Blue Bel Public School,,,,Private Un-Aided,,,3,,,,12.8719195,77.6590904,https://www.openstreetmap.org/node/6494585382,Blue Bel Public School,,,operator=Private Un-Aided; levels=3,,,,https://www.openstreetmap.org/node/6494585382,,,"12.8719195, 77.6590904",,
"Blue Star Education Trust, Bilekalli",,,,Private Un-Aided,,,2,,,,12.8953975,77.6108776,https://www.openstreetmap.org/node/6422527365,"Blue Star Education Trust, Bilekalli",,,operator=Private Un-Aided; levels=2,,,,https://www.openstreetmap.org/node/6422527365,,,"12.8953975, 77.6108776",,
BNR Memorial School,,,,,,,,,,,13.0150864,77.6850626,https://www.openstreetmap.org/way/1412415497,BNR Memorial School,,,,,,,https://www.openstreetmap.org/way/1412415497,,,"13.0150864, 77.6850626",,
Bright English HPS,,,,Private Un-Aided,,,3,,,,12.950636,77.613165,https://www.openstreetmap.org/node/6734977227,Bright English HPS,,,operator=Private Un-Aided; levels=3,,,,https://www.openstreetmap.org/node/6734977227,,,"12.950636, 77.613165",,
"Bright Future LPS Garvebhavi Palya,",,,,Private Un-Aided,,,3,,,,12.8946113,77.633992,https://www.openstreetmap.org/node/6496853668,"Bright Future LPS Garvebhavi Palya,",,,operator=Private Un-Aided; levels=3,,,,https://www.openstreetmap.org/node/6496853668,,,"12.8946113, 77.633992",,
Bright Way School,"12th main road , BHCS layout, 560061",,,,,,,,,,12.9053331,77.5533196,https://www.openstreetmap.org/node/4463206796,Bright Way School,"12th main road , BHCS layout, 560061",,,,,,https://www.openstreetmap.org/node/4463206796,,,"12.9053331, 77.5533196",,
Brighton School,"#14, P26 Dodda Gubbi Road, Bengaluru, 560077",,,,,,,,,,13.0669619,77.6646275,https://www.openstreetmap.org/way/838541425,Brighton School,"#14, P26 Dodda Gubbi Road, Bengaluru, 560077",,,,,,https://www.openstreetmap.org/way/838541425,,,"13.0669619, 77.6646275",,
"Brilliant HPS HSR Layout, BBMP Agara",,,,Private Un-Aided,,,2,,,,12.9177887,77.648656,https://www.openstreetmap.org/node/6400226653,"Brilliant HPS HSR Layout, BBMP Agara",,,operator=Private Un-Aided; levels=2,,,,https://www.openstreetmap.org/node/6400226653,,,"12.9177887, 77.648656",,
BSVP School,,,,,,,,,,,12.9731634,77.5410962,https://www.openstreetmap.org/node/2245734445,BSVP School,,,,,,,https://www.openstreetmap.org/node/2245734445,,,"12.9731634, 77.5410962",,
Budda HPS BTM layout,,,,Department of Primary and Secondary Education,government,,2,,,,12.9191035,77.6147674,https://www.openstreetmap.org/node/6347011498,Budda HPS BTM layout,,,operator=Department of Primary and Secondary Education; operator_type=government; levels=2,,,,https://www.openstreetmap.org/node/6347011498,,,"12.9191035, 77.6147674",,
