name,address,phone,website,operator,operator_type,board,levels,gender,religion,language,lat,lon,osm_url,Name,Address,Fee Structure,Basic Infomation,Contact Details,FAQ,Admission Details,Other Key Infomation,School Infrastructure Details,Co-Curricular Activities,Travel Infomation,Review,Summary
Balghar,,,,,,,,,,,23.025228,72.57203,https://www.openstreetmap.org/way/327199050,Balghar,,,,,,,https://www.openstreetmap.org/way/327199050,,,"23.025228, 72.57203",,
Brighton Primary English School,"Ahmedabad, 380028",,,,,,,,,,22.97988,72.5727242,https://www.openstreetmap.org/way/729115637,Brighton Primary English School,"Ahmedabad, 380028",,,,,,https://www.openstreetmap.org/way/729115637,,,"22.97988, 72.5727242",,
Cosmos Castle International School,,,,,,,,,,,23.0050032,72.4940412,https://www.openstreetmap.org/way/552128733,Cosmos Castle International School,,,,,,,https://www.openstreetmap.org/way/552128733,,,"23.0050032, 72.4940412",,
Divan Ballubhai Madhyamik Shala,,,,,,,,,,,23.0112802,72.6000041,https://www.openstreetmap.org/way/548351357,Divan Ballubhai Madhyamik Shala,,,,,,,https://www.openstreetmap.org/way/548351357,,,"23.0112802, 72.6000041",,
Divan Ballubhai School,,,https://divanballubhai.edu.in/paldi/,,,,9-12,,,,23.0122755,72.5686984,https://www.openstreetmap.org/node/10793981570,Divan Ballubhai School,,,levels=9-12,website: https://divanballubhai.edu.in/paldi/,,,https://www.openstreetmap.org/node/10793981570,"Pritamnagar. In October 1953, the building of Paldi School was inaugurated by the then Minister of Education of the Government of Mumbai, Dinkararai Desai. Just like the Kankaria campus, thousands of students of the Paldi campus also have shining examples of their brilliant careers. In 2005-6, after mature consideration as the demand for English medium increased, with full preparations in a very short period, a stand-alone English medium was gradually started from KG to Std.12 from June 2006. In 2016, 10 years of excellence in English medium education got completed. Why Choose Us Qualified Mentor Our teachers encourage le","al, emotional, physical and intellectual development of each child. Facilities Volley Ball Cricket Hand Ball Chemistry Lab Physics Lab Biology Lab Science Lab Computer Lab Library Music Audio Visual Room Home About us School History School Timings Holiday and Vacation Our Board Rankers School Prayers Schools English Secondary Higher Secondary Gujrati Secondary Higher Secondary Achievements Mandatory Public Disclosure Contact us © Copyright 2025 Paldi Website Design by Symmetricsolutionz","23.0122755, 72.5686984",,has school infrastructure details | has co-curricular activities
Divyapath Science School,,,,,,,,,,,23.0508027,72.5428318,https://www.openstreetmap.org/relation/5461907,Divyapath Science School,,,,,,,https://www.openstreetmap.org/relation/5461907,,,"23.0508027, 72.5428318",,
"DPS - Delhi Public School, Bopal",,,,,,,,,,,23.0419569,72.4575053,https://www.openstreetmap.org/node/429790285,"DPS - Delhi Public School, Bopal",,,,,,,https://www.openstreetmap.org/node/429790285,,,"23.0419569, 72.4575053",,
Exhibition & Spatial Design,"Paldi, 380007",,,,,,,,,,23.0113752,72.5699733,https://www.openstreetmap.org/node/1429887850,Exhibition & Spatial Design,"Paldi, 380007",,,,,,https://www.openstreetmap.org/node/1429887850,,,"23.0113752, 72.5699733",,
"F D High School for Girls, Jamalpur",,,,,,,,,,,23.0119864,72.5831726,https://www.openstreetmap.org/node/4460015490,"F D High School for Girls, Jamalpur",,,,,,,https://www.openstreetmap.org/node/4460015490,,,"23.0119864, 72.5831726",,
GCS Medical college,,,,,,,,,,,23.038409,72.611136,https://www.openstreetmap.org/node/4534001092,GCS Medical college,,,,,,,https://www.openstreetmap.org/node/4534001092,,,"23.038409, 72.611136",,
Govt High School,,,,,,,,,,,22.2530942,72.1915139,https://www.openstreetmap.org/way/320980288,Govt High School,,,,,,,https://www.openstreetmap.org/way/320980288,,,"22.2530942, 72.1915139",,
Gyanda Girls High School,"Ahmedabad, 380061",,,,,,,,,,23.072279,72.5479789,https://www.openstreetmap.org/node/2699821694,Gyanda Girls High School,"Ahmedabad, 380061",,,,,,https://www.openstreetmap.org/node/2699821694,,,"23.072279, 72.5479789",,
H3 World School,"H3 schools, opp. Dutt Parisar, Tragad Rd, near PAVITRA ENCLAVE, Tragad, Gujarat, 382424",,https://h3worldschool.com/,,,,,,,,23.1273816,72.562771,https://www.openstreetmap.org/node/11443386624,H3 World School,"H3 schools, opp. Dutt Parisar, Tragad Rd, near PAVITRA ENCLAVE, Tragad, Gujarat, 382424",,,website: https://h3worldschool.com/,,"hool (+91) - 997 864 3000 adminmanager@h3worldschool.com Facebook Instagram Menu About Us About us Our Vision ⁠Our Mentors Our Values Testimonials Mandatory Public Disclosure Open Admissions Enroll Now Learn at H3 Our Approach Academics Sports Beyond Academics School Houses Infrastructure Contact US About Us About us Our Vision ⁠Our Mentors Our Values Testimonials Mandatory Public Disclosure Open Admissions Enroll Now Learn at H3 Our Approach Academics Sports Beyond Academics School Houses Infrastructure Contact US About Us Learn More About Us Welcome to H3 World School, where we offer more than just academic excellence; w",https://www.openstreetmap.org/node/11443386624,"Facebook Instagram Menu About Us About us Our Vision ⁠Our Mentors Our Values Testimonials Mandatory Public Disclosure Open Admissions Enroll Now Learn at H3 Our Approach Academics Sports Beyond Academics School Houses Infrastructure Contact US About Us About us Our Vision ⁠Our Mentors Our Values Testimonials Mandatory Public Disclosure Open Admissions Enroll Now Learn at H3 Our Approach Academics Sports Beyond Academics School Houses Infrastructure Contact US About Us Learn More About Us Welcome to H3 World School, where we offer more than just academic excellence; we cultivate global citizens equipped with essential skill","cultivate global citizens equipped with essential skill sets to thrive anywhere. Our holistic approach encompasses creative freedom, social values, and self-discovery, integrating arts, work exposure, and community engagement into a broad-based education. At H3, we empower students to emerge as confident, poised individuals ready to navigate the complexities of a rapidly changing world, ensuring they are well-prepared for the challenges ahead. H3 World School focuses on student’s learning and exploration, their creativity, and discovery, their thoughts and dream for the future. ERP Login Quick Links About Us ⁠Our Vision ⁠O","23.1273816, 72.562771",Testimonials – H3 World School H3 World School (+91) - 997 864 3000 adminmanager@h3worldschool.com Facebook Instagram Menu About Us About us Our Vision ⁠Our Mentors Our Values Testimonials Mandatory Public Disclosure Open Admissions Enroll Now Learn at H3 Our Approach Academics Sports Beyond Academics School Houses Infrastructure Contact US About Us About us Our Vision ⁠Our Mentors Our Values Testimonials Mandatory Public Disclosure Open Admissio,has admission details | has school infrastructure details | has co-curricular activities
Hansalpur Primary School,,,,,,,,,,,23.4908257,72.0182736,https://www.openstreetmap.org/node/12318960059,Hansalpur Primary School,,,,,,,https://www.openstreetmap.org/node/12318960059,,,"23.4908257, 72.0182736",,
IP School,,,,,,,,,,,23.106,72.576326,https://www.openstreetmap.org/way/120327303,IP School,,,,,,,https://www.openstreetmap.org/way/120327303,,,"23.106, 72.576326",,
J.G. International School,,,,,,,,,,,23.0650872,72.5261349,https://www.openstreetmap.org/way/219745970,J.G. International School,,,,,,,https://www.openstreetmap.org/way/219745970,,,"23.0650872, 72.5261349",,
Jivkorbhai Lallubhai High School,,,,,,,,,,,22.9987803,72.6026493,https://www.openstreetmap.org/node/2529047702,Jivkorbhai Lallubhai High School,,,,,,,https://www.openstreetmap.org/node/2529047702,,,"22.9987803, 72.6026493",,
Kameshwar School,"Ahmedabad, 380015",,,Kameshwar School,,,,,,,23.0282166,72.5271318,https://www.openstreetmap.org/node/6572872423,Kameshwar School,"Ahmedabad, 380015",,operator=Kameshwar School,,,,https://www.openstreetmap.org/node/6572872423,,,"23.0282166, 72.5271318",,
Karmachari Shiksan Tirth,,,,,,,,,,,23.064931,72.5415796,https://www.openstreetmap.org/node/2699808827,Karmachari Shiksan Tirth,,,,,,,https://www.openstreetmap.org/node/2699808827,,,"23.064931, 72.5415796",,
Kendriya Vidyala Sabarmati,"Railway Colony, Sabarmati, Ahmedabad, 382424",,https://sabarmati.kvs.ac.in/,,,,1-12,,,,23.1006535,72.5815065,https://www.openstreetmap.org/node/10959556357,Kendriya Vidyala Sabarmati,"Railway Colony, Sabarmati, Ahmedabad, 382424","Union Bank of India Kendriya Vidyalaya Sangathan KV FEE PAYMENT STARTS FROM 04.08.2025 TO 27.09.2025 (EXISTING STUDENTS). KV FEE PAYMENT STARTS FROM 04.08.2025 TO 31.08.2025 (NEW ADMISSION). For KV applications there will be a downtime on 22.02.2022 from 7 PM to 11 PM due to DR Drill, so portals will not be available during that time. --> Click Here for Online Payment Click Here for Print Receipt till 29-Feb-2016 --> Click Here for Generate Challan & Print Receipt --> --> “Kendriya Vidyala Sangath",levels=1-12,website: https://sabarmati.kvs.ac.in/,,,https://www.openstreetmap.org/node/10959556357,,,"23.1006535, 72.5815065","प्रवर्तन गैलरी फोटो गैलरी वीडियो गैलरी ऑनलाइन शुल्क पूर्व विद्यार्थी सामान्यत: पूछे जाने वाले प्रश्न प्रवेश दिशानिर्देश स्थानांतरण नीति संविदा कर्मचारी आरटीआई बंद करना मुख्य पृष्ठ Testimonial प्रवीण कुमार Print पेज साझा करें फेसबुक पर साझा करें ट्विटर पर शेयर करें लिंक्डइन पर साझा करें प्रवीण कुमार कक्षा XII सीबीएसई बोर्ड 2025 के परिणामों में अर्थशास्त्र में सिल्वर प्रमाणपत्र के साथ उत्कृष्ट प्रदर्शन। Go to top प्रतिक्रिया वेबसाइट नीतियां संपर्क करें सहायता सामग्री का स्वामित्व पीएम श्री केंद्रीय विद्यालय साबरमती इस वेबसाइट का निर्माण राष्ट्रीय सूचना विज्ञान केन्द्र , इलेक्ट्रानिक्स एवं सूचना प्रौद्योगिकी मंत्रालय , भारत स",has fee structure
Kendriya Vidyalaya Sabarmati,,,,,,,,,,,23.1009856,72.5818961,https://www.openstreetmap.org/way/1180013600,Kendriya Vidyalaya Sabarmati,,,,,,,https://www.openstreetmap.org/way/1180013600,,,"23.1009856, 72.5818961",,
Kendriya Vidyalaya SAC,,,,,,,,,,,23.0370691,72.5337334,https://www.openstreetmap.org/node/1746708887,Kendriya Vidyalaya SAC,,,,,,,https://www.openstreetmap.org/node/1746708887,,,"23.0370691, 72.5337334",,
"Kendriya Vidyalaya, Shahibaug","Ahmedabad, 380004",,,,,,,,,,23.0515752,72.5888683,https://www.openstreetmap.org/way/322221796,"Kendriya Vidyalaya, Shahibaug","Ahmedabad, 380004",,,,,,https://www.openstreetmap.org/way/322221796,,,"23.0515752, 72.5888683",,
M B Patel Gyanjyot High School,"Ahmedabad, 380061",,,,,,,,,,23.0702999,72.5460531,https://www.openstreetmap.org/node/2699818334,M B Patel Gyanjyot High School,"Ahmedabad, 380061",,,,,,https://www.openstreetmap.org/node/2699818334,,,"23.0702999, 72.5460531",,
Mahiti Rural Development Centre,,,,,,,,,,,22.2391313,72.2105875,https://www.openstreetmap.org/way/320985956,Mahiti Rural Development Centre,,,,,,,https://www.openstreetmap.org/way/320985956,,,"22.2391313, 72.2105875",,
Manipur Government School,,,,,,,,,,,23.0332883,72.429408,https://www.openstreetmap.org/node/5182229064,Manipur Government School,,,,,,,https://www.openstreetmap.org/node/5182229064,,,"23.0332883, 72.429408",,
"Mount Carmel School, Khanpur",,,,,,,,,,,23.0329288,72.5766297,https://www.openstreetmap.org/node/429795958,"Mount Carmel School, Khanpur",,,,,,,https://www.openstreetmap.org/node/429795958,,,"23.0329288, 72.5766297",,
Mt. Carmel School,,,,,,,,,,,23.0351192,72.568061,https://www.openstreetmap.org/node/429229001,Mt. Carmel School,,,,,,,https://www.openstreetmap.org/node/429229001,,,"23.0351192, 72.568061",,
Municipal School,,,,Ahmedabad Municipal Corporation,,,,,,,23.015537,72.5591118,https://www.openstreetmap.org/way/317790337,Municipal School,,,operator=Ahmedabad Municipal Corporation,,,,https://www.openstreetmap.org/way/317790337,,,"23.015537, 72.5591118",,
Municipality School,,,,,,,,,,,23.0809117,72.5924488,https://www.openstreetmap.org/way/343148382,Municipality School,,,,,,,https://www.openstreetmap.org/way/343148382,,,"23.0809117, 72.5924488",,
Nalanda School,"Ahmedabad, 380061",,,,,,,,,,23.0718114,72.539258,https://www.openstreetmap.org/node/8196383743,Nalanda School,"Ahmedabad, 380061",,,,,,https://www.openstreetmap.org/node/8196383743,,,"23.0718114, 72.539258",,
Nalanda School,"Ravishankar Maharaj Road, Ahmedabad, 380061",,,,,,,,,,23.0718404,72.5394906,https://www.openstreetmap.org/way/882640112,Nalanda School,"Ravishankar Maharaj Road, Ahmedabad, 380061",,,,,,https://www.openstreetmap.org/way/882640112,,,"23.0718404, 72.5394906",,
Navchetan School,,,,,,,,,,,23.0152445,72.5630784,https://www.openstreetmap.org/node/2631872456,Navchetan School,,,,,,,https://www.openstreetmap.org/node/2631872456,,,"23.0152445, 72.5630784",,
Navrang School,,,,,,,,,,,23.0483604,72.556364,https://www.openstreetmap.org/node/429438524,Navrang School,,,,,,,https://www.openstreetmap.org/node/429438524,,,"23.0483604, 72.556364",,
Nirma Vidhya Vihar,,,,,,,,,,,23.1252949,72.5463206,https://www.openstreetmap.org/way/538943356,Nirma Vidhya Vihar,,,,,,,https://www.openstreetmap.org/way/538943356,,,"23.1252949, 72.5463206",,
Nirma Vidyavihar,,,http://www.nirmavidyavihar.co.in/,,,,,,,,23.0425596,72.5165143,https://www.openstreetmap.org/way/366286198,Nirma Vidyavihar,,,,website: http://www.nirmavidyavihar.co.in/,,,https://www.openstreetmap.org/way/366286198,"d be.. NIRMA VIDYAVIHAR BODAKDEV Plot No. 390, Beside Galaxy Tower, Bodakdev Ahmedabad - 380 054 CBSE AFFILIATED SCHOOL : AFFILIATION No. 430376 NIRMA VIDYAVIHAR CHHARODI Chharodi Campus, S. G. Highway P.O. Chharodi Ahmedabad, Gujarat - 382 481 CBSE AFFILIATED SCHOOL : AFFILIATION No. 430175 Copyright Reserverd © 2010, Powered by Nirma.",,"23.0425596, 72.5165143",,has school infrastructure details
Nutan Vidya Vihar,"Ahmedabad, 380061",,,,,,,,,,23.0681554,72.5428774,https://www.openstreetmap.org/node/2699822722,Nutan Vidya Vihar,"Ahmedabad, 380061",,,,,,https://www.openstreetmap.org/node/2699822722,,,"23.0681554, 72.5428774",,
Podar International School,,,,,,,1-12,,,,23.1097883,72.590667,https://www.openstreetmap.org/node/10959630823,Podar International School,,,levels=1-12,,,,https://www.openstreetmap.org/node/10959630823,,,"23.1097883, 72.590667",,
Podar International School,,,,,,,,,,,23.4434922,72.0028465,https://www.openstreetmap.org/node/12318960057,Podar International School,,,,,,,https://www.openstreetmap.org/node/12318960057,,,"23.4434922, 72.0028465",,
Prabhudas Thakkar College,,,,,,,,,,,23.0033486,72.5669236,https://www.openstreetmap.org/node/1781756906,Prabhudas Thakkar College,,,,,,,https://www.openstreetmap.org/node/1781756906,,,"23.0033486, 72.5669236",,
Sahajanand College,,,,,,,,,,,23.0258294,72.5430971,https://www.openstreetmap.org/node/1779228522,Sahajanand College,,,,,,,https://www.openstreetmap.org/node/1779228522,,,"23.0258294, 72.5430971",,
Sakar English School,,,,,,,1-12,,,,23.1088888,72.5918371,https://www.openstreetmap.org/node/10959590887,Sakar English School,,,levels=1-12,,,,https://www.openstreetmap.org/node/10959590887,,,"23.1088888, 72.5918371",,
Sanskardham Primary School,,,,,,,,,,,23.0306687,72.4274117,https://www.openstreetmap.org/node/5197464827,Sanskardham Primary School,,,,,,,https://www.openstreetmap.org/node/5197464827,,,"23.0306687, 72.4274117",,
Satva Vikas School,"Sindhu Bhawan Road, 380054",+917929705588,https://sattvavikas.com/,,,,,,,,23.0415757,72.4959141,https://www.openstreetmap.org/node/4629857148,Satva Vikas School,"Sindhu Bhawan Road, 380054",,,phone: +917929705588 | website: https://sattvavikas.com/,,,https://www.openstreetmap.org/node/4629857148,,,"23.0415757, 72.4959141",,
Shahibaug Municipal Saraswati Mandir School,"Ahmedabad, 380004",,,Ahmedabad Municipal Corporation,,,,,,,23.0511869,72.586465,https://www.openstreetmap.org/way/322220540,Shahibaug Municipal Saraswati Mandir School,"Ahmedabad, 380004",,operator=Ahmedabad Municipal Corporation,,,,https://www.openstreetmap.org/way/322220540,,,"23.0511869, 72.586465",,
Shardamandir School,,,,,,,,,,,23.0132942,72.5494705,https://www.openstreetmap.org/way/330927699,Shardamandir School,,,,,,,https://www.openstreetmap.org/way/330927699,,,"23.0132942, 72.5494705",,
Sheth Chimanlal Nagindas Vidyavihar,"Ahmedabad, 380006",07926463696,http://cnvidyavihar.edu.in/,,,,,,,,23.0190038,72.5493843,https://www.openstreetmap.org/way/336335115,Sheth Chimanlal Nagindas Vidyavihar,"Ahmedabad, 380006",,,phone: 07926463696 | website: http://cnvidyavihar.edu.in/,,,https://www.openstreetmap.org/way/336335115,,,"23.0190038, 72.5493843",,
Shreyas Foundation School,,,,Shreyas Foundation,,,,,,,23.0145352,72.5400992,https://www.openstreetmap.org/way/323031983,Shreyas Foundation School,,,operator=Shreyas Foundation,,,,https://www.openstreetmap.org/way/323031983,,,"23.0145352, 72.5400992",,
Sitapur Primary School,,,,,,,,,,,23.4540467,71.9954505,https://www.openstreetmap.org/node/12318960058,Sitapur Primary School,,,,,,,https://www.openstreetmap.org/node/12318960058,,,"23.4540467, 71.9954505",,
SN School,,,,,,,,,,,23.0281673,72.514922,https://www.openstreetmap.org/node/4486373635,SN School,,,,,,,https://www.openstreetmap.org/node/4486373635,,,"23.0281673, 72.514922",,
St Josheph School,,,,,,,,,,,23.1039088,72.5694846,https://www.openstreetmap.org/way/118696270,St Josheph School,,,,,,,https://www.openstreetmap.org/way/118696270,,,"23.1039088, 72.5694846",,
"St. Xavier's High School, Loyola Hall",,,,,,,,,,,23.047875,72.5490839,https://www.openstreetmap.org/node/429228993,"St. Xavier's High School, Loyola Hall",,,,,,,https://www.openstreetmap.org/node/429228993,,,"23.047875, 72.5490839",,
"St. Xavier's School, Loyola Hall, Navrangpura",,,,,,,,,,,23.0486498,72.549049,https://www.openstreetmap.org/way/175074593,"St. Xavier's School, Loyola Hall, Navrangpura",,,,,,,https://www.openstreetmap.org/way/175074593,,,"23.0486498, 72.549049",,
Tapovan Sanskar Peeth,,,,,,,,,,,23.1249437,72.6133446,https://www.openstreetmap.org/way/551625996,Tapovan Sanskar Peeth,,,,,,,https://www.openstreetmap.org/way/551625996,,,"23.1249437, 72.6133446",,
The NEW LITTLE FLOWER SCHOOL,,,,,,,1-12,,,,23.1043189,72.5781828,https://www.openstreetmap.org/node/10959557671,The NEW LITTLE FLOWER SCHOOL,,,levels=1-12,,,,https://www.openstreetmap.org/node/10959557671,,,"23.1043189, 72.5781828",,
The OLD LITTLE FLOWER SCHOOL,,,,,,,1-5,,,,23.1026901,72.5775928,https://www.openstreetmap.org/node/10959521083,The OLD LITTLE FLOWER SCHOOL,,,levels=1-5,,,,https://www.openstreetmap.org/node/10959521083,,,"23.1026901, 72.5775928",,
Udgam School for Children,,,,Udgam School for Children Trust,,,,,,,23.0500649,72.5193339,https://www.openstreetmap.org/way/323438369,Udgam School for Children,,,operator=Udgam School for Children Trust,,,,https://www.openstreetmap.org/way/323438369,,,"23.0500649, 72.5193339",,
VIVEKANAND VIDYALAYA,"Rabari colony road, 380023",07922912990,,,,,,,,,23.0094986,72.6362813,https://www.openstreetmap.org/node/4704669693,VIVEKANAND VIDYALAYA,"Rabari colony road, 380023",,,phone: 07922912990,,,https://www.openstreetmap.org/node/4704669693,,,"23.0094986, 72.6362813",,
Zebar School,,,,,,,,,,,23.0484809,72.4941941,https://www.openstreetmap.org/way/366112194,Zebar School,,,,,,,https://www.openstreetmap.org/way/366112194,,,"23.0484809, 72.4941941",,
