name,address,phone,website,operator,operator_type,board,levels,gender,religion,language,lat,lon,osm_url,Name,Address,Fee Structure,Basic Infomation,Contact Details,FAQ,Admission Details,Other Key Infomation,School Infrastructure Details,Co-Curricular Activities,Travel Infomation,Review,Summary
Harrow Hall,"27-B Park Street, 700016","+913332420436, +913364510008, +913322522404",http://harrowhallkolkata.net,,,,,,,,22.553928,88.352712,https://www.openstreetmap.org/way/754822036,Harrow Hall,"27-B Park Street, 700016",,,"phone: +913332420436, +913364510008, +913322522404 | website: http://harrowhallkolkata.net",,,https://www.openstreetmap.org/way/754822036,,,"22.553928, 88.352712",,
Holy Child Sch,,,,,,,,,,,22.5537866,88.3732777,https://www.openstreetmap.org/way/113119622,Holy Child Sch,,,,,,,https://www.openstreetmap.org/way/113119622,,,"22.5537866, 88.3732777",,
Holy child school,2 Duff Street,,,,,,,,,,22.5882004,88.3707472,https://www.openstreetmap.org/node/2383558698,Holy child school,2 Duff Street,,,,,,https://www.openstreetmap.org/node/2383558698,,,"22.5882004, 88.3707472",,
Iqra Assembly School,"Belgachia Road, 700037",,,,,,,,,,22.6051625,88.384768,https://www.openstreetmap.org/node/10968138706,Iqra Assembly School,"Belgachia Road, 700037",,,,,,https://www.openstreetmap.org/node/10968138706,,,"22.6051625, 88.384768",,
ITI,,,,,,,,,,,22.4852308,88.3460047,https://www.openstreetmap.org/node/5162659223,ITI,,,,,,,https://www.openstreetmap.org/node/5162659223,,,"22.4852308, 88.3460047",,
ITI (TOLLYGUNGE),,,,,,,,,,,22.4852557,88.3432922,https://www.openstreetmap.org/node/5162632122,ITI (TOLLYGUNGE),,,,,,,https://www.openstreetmap.org/node/5162632122,,,"22.4852557, 88.3432922",,
Jadavpur Girls High School,,,,,,,,,,,22.4976422,88.3647615,https://www.openstreetmap.org/way/120182169,Jadavpur Girls High School,,,,,,,https://www.openstreetmap.org/way/120182169,,,"22.4976422, 88.3647615",,
Jadavpur N.K. Pal Adarsha Sikshayatan,"43/5H Jheel Road, Kolkata, 700031",+913324723339,,,,,,,,,22.5008535,88.3739599,https://www.openstreetmap.org/node/7265194481,Jadavpur N.K. Pal Adarsha Sikshayatan,"43/5H Jheel Road, Kolkata, 700031",,,phone: +913324723339,,,https://www.openstreetmap.org/node/7265194481,,,"22.5008535, 88.3739599",,
Jadavpur Vidyapith,"188 Raja Subodh Chandra Mullick Road, Kolkata, 700032",+913324146746,http://jadavpurvidyapithhs.org/,,,,,,,,22.4993295,88.3699876,https://www.openstreetmap.org/node/7265545939,Jadavpur Vidyapith,"188 Raja Subodh Chandra Mullick Road, Kolkata, 700032",,,phone: +913324146746 | website: http://jadavpurvidyapithhs.org/,,,https://www.openstreetmap.org/node/7265545939,,,"22.4993295, 88.3699876",,
Jagadbandhu Institution,"25 Fern Road, Kolkata, 700019",,,,,,,,,,22.5200757,88.3684356,https://www.openstreetmap.org/way/118176394,Jagadbandhu Institution,"25 Fern Road, Kolkata, 700019",,,,,,https://www.openstreetmap.org/way/118176394,,,"22.5200757, 88.3684356",,
Jagriti Vidyapeeth High School,"80/A Bondel Road, 700019",,,,,,,,,,22.5284937,88.3680212,https://www.openstreetmap.org/node/12346105101,Jagriti Vidyapeeth High School,"80/A Bondel Road, 700019",,,,,,https://www.openstreetmap.org/node/12346105101,,,"22.5284937, 88.3680212",,
Jewish Girls' School,"63 Park Street, 700016",,,Emunah Calcutta Jewish Trust,,,,,,,22.5528356,88.3545701,https://www.openstreetmap.org/node/6135362109,Jewish Girls' School,"63 Park Street, 700016",,operator=Emunah Calcutta Jewish Trust,,,,https://www.openstreetmap.org/node/6135362109,,,"22.5528356, 88.3545701",,
Jodhpur Park Boys School,,,,,,,,,,,22.5049143,88.3649173,https://www.openstreetmap.org/way/118618360,Jodhpur Park Boys School,,,,,,,https://www.openstreetmap.org/way/118618360,,,"22.5049143, 88.3649173",,
Kazi Nazrul Islam School,,,,,,,,,none,,22.54524,88.3817148,https://www.openstreetmap.org/way/820426309,Kazi Nazrul Islam School,,,religion=none,,,,https://www.openstreetmap.org/way/820426309,,,"22.54524, 88.3817148",,
Kendriya Vidyalaya,,,,,government_non_profit,,,,,,22.5308931,88.3583122,https://www.openstreetmap.org/way/122039677,Kendriya Vidyalaya,,,operator_type=government_non_profit,,,,https://www.openstreetmap.org/way/122039677,,,"22.5308931, 88.3583122",,
Kendriya Vidyalaya,,,,,government_non_profit,,1-12,,,,22.5294719,88.3270993,https://www.openstreetmap.org/way/188763407,Kendriya Vidyalaya,,,operator_type=government_non_profit; levels=1-12,,,,https://www.openstreetmap.org/way/188763407,,,"22.5294719, 88.3270993",,
Kendua Mahendragarh High School,,,,,government,,,,hindu,,22.476745,88.3810173,https://www.openstreetmap.org/node/11300039718,Kendua Mahendragarh High School,,,operator_type=government; religion=hindu,,,,https://www.openstreetmap.org/node/11300039718,,,"22.476745, 88.3810173",,
La Martinere for Girls,,,,,,,,,,,22.541722,88.3582962,https://www.openstreetmap.org/way/187718109,La Martinere for Girls,,,,,,,https://www.openstreetmap.org/way/187718109,,,"22.541722, 88.3582962",,
Lakshmipat Singhania Academy,12-B Alipore Road,,,,,,,,,,22.5256988,88.3305314,https://www.openstreetmap.org/way/175879411,Lakshmipat Singhania Academy,12-B Alipore Road,,,,,,https://www.openstreetmap.org/way/175879411,,,"22.5256988, 88.3305314",,
Loreto Convent,,,,,,,,,,,22.5595068,88.3728451,https://www.openstreetmap.org/node/1283776632,Loreto Convent,,,,,,,https://www.openstreetmap.org/node/1283776632,,,"22.5595068, 88.3728451",,
Loreto Convent School,,,,,,,,,,,22.5599768,88.3774648,https://www.openstreetmap.org/way/112869509,Loreto Convent School,,,,,,,https://www.openstreetmap.org/way/112869509,,,"22.5599768, 88.3774648",,
"Loreto Girls School, Sealdah",,,,,,,,,,,22.5645214,88.3681468,https://www.openstreetmap.org/node/2266850256,"Loreto Girls School, Sealdah",,,,,,,https://www.openstreetmap.org/node/2266850256,,,"22.5645214, 88.3681468",,
Loreto School,,,,,,,,,,,22.5496347,88.3526693,https://www.openstreetmap.org/node/6541624088,Loreto School,,,,,,,https://www.openstreetmap.org/node/6541624088,,,"22.5496347, 88.3526693",,
Loyola High School,54/3 Diamond Harbour Road,,,,,,,,,,22.530267,88.3263553,https://www.openstreetmap.org/way/188763410,Loyola High School,54/3 Diamond Harbour Road,,,,,,https://www.openstreetmap.org/way/188763410,,,"22.530267, 88.3263553",,
M G Rungta Academy,53/1/3 Hazra Road,,,,private,,,,,,22.5270866,88.3658586,https://www.openstreetmap.org/node/11422441931,M G Rungta Academy,53/1/3 Hazra Road,,operator_type=private,,,,https://www.openstreetmap.org/node/11422441931,,,"22.5270866, 88.3658586",,
Md Jan Higher Secondary School,"9B Bolai Dutta Street, 700073",,http://mdjanschool.org.in/,,,,,,,,22.5767656,88.3572206,https://www.openstreetmap.org/node/11736253669,Md Jan Higher Secondary School,"9B Bolai Dutta Street, 700073",,,website: http://mdjanschool.org.in/,,,https://www.openstreetmap.org/node/11736253669,,,"22.5767656, 88.3572206",,
Mitra Institution Bhowanipore Branch,,,,,,,,,,,22.5291927,88.3436509,https://www.openstreetmap.org/way/224409627,Mitra Institution Bhowanipore Branch,,,,,,,https://www.openstreetmap.org/way/224409627,,,"22.5291927, 88.3436509",,
Modern High School For Girls,,,,,private,,,,,,22.5351303,88.3642483,https://www.openstreetmap.org/way/117170569,Modern High School For Girls,,,operator_type=private,,,,https://www.openstreetmap.org/way/117170569,,,"22.5351303, 88.3642483",,
Montclair School,,,,,,,,,,,22.4925435,88.3461187,https://www.openstreetmap.org/way/120345361,Montclair School,,,,,,,https://www.openstreetmap.org/way/120345361,,,"22.4925435, 88.3461187",,
MP Birla Foundation Higher Secondary School,"James Long Sarani, 700034",,,,,,,,,,22.4931257,88.3196376,https://www.openstreetmap.org/way/197230777,MP Birla Foundation Higher Secondary School,"James Long Sarani, 700034",,,,,,https://www.openstreetmap.org/way/197230777,,,"22.4931257, 88.3196376",,
National Gems Higher Secondary School,"P15 Mitra Colony, Behala James Long Sarani, 700034",,,,,,,,,,22.4915223,88.3180474,https://www.openstreetmap.org/way/226831697,National Gems Higher Secondary School,"P15 Mitra Colony, Behala James Long Sarani, 700034",,,,,,https://www.openstreetmap.org/way/226831697,,,"22.4915223, 88.3180474",,
National Gems Higher Secoundry School,D.r A.k paul raod,,,,,,,,,,22.492189,88.3146978,https://www.openstreetmap.org/node/1894645910,National Gems Higher Secoundry School,D.r A.k paul raod,,,,,,https://www.openstreetmap.org/node/1894645910,,,"22.492189, 88.3146978",,
Nava Nalanda High School,,,,,,,,,,,22.5165758,88.3647526,https://www.openstreetmap.org/node/9911367818,Nava Nalanda High School,,,,,,,https://www.openstreetmap.org/node/9911367818,,,"22.5165758, 88.3647526",,
Nikita Don Bosco School,,,,,,,,,,,22.5592751,88.3787638,https://www.openstreetmap.org/way/112869542,Nikita Don Bosco School,,,,,,,https://www.openstreetmap.org/way/112869542,,,"22.5592751, 88.3787638",,
NK Pal Adarsha Shikshyatan School,,,,,,,,,,,22.5009398,88.3742849,https://www.openstreetmap.org/way/118840250,NK Pal Adarsha Shikshyatan School,,,,,,,https://www.openstreetmap.org/way/118840250,,,"22.5009398, 88.3742849",,
O.S. Calcutta,"Catharina Sophiastraat, Calcutta",,,,,,,,,,5.8452492,-55.6754308,https://www.openstreetmap.org/way/967907330,O.S. Calcutta,"Catharina Sophiastraat, Calcutta",,,,,,https://www.openstreetmap.org/way/967907330,,,"5.8452492, -55.6754308",,
O.S. Von Freyburg,,,,,,,,,,,5.8454925,-55.627444,https://www.openstreetmap.org/way/967905024,O.S. Von Freyburg,,,,,,,https://www.openstreetmap.org/way/967905024,,,"5.8454925, -55.627444",,
Patha Bhavan High School,,,,,,,,,,,22.5287655,88.3683953,https://www.openstreetmap.org/node/1686118749,Patha Bhavan High School,,,,,,,https://www.openstreetmap.org/node/1686118749,,,"22.5287655, 88.3683953",,
Patha Bhavan Higher Secondary School,82/7a Ballygunge Place,,,,private,,,,,,22.5251285,88.3690927,https://www.openstreetmap.org/node/1686118748,Patha Bhavan Higher Secondary School,82/7a Ballygunge Place,,operator_type=private,,,,https://www.openstreetmap.org/node/1686118748,,,"22.5251285, 88.3690927",,
Purba Barisha High School,"Kailash Ghosh Road, Kolkata, 700008",,,,,,,,,,22.4774268,88.3203914,https://www.openstreetmap.org/node/12308788601,Purba Barisha High School,"Kailash Ghosh Road, Kolkata, 700008",,,,,,https://www.openstreetmap.org/node/12308788601,,,"22.4774268, 88.3203914",,
Purwanchal Vidyamandir,"p-232 CIT Road, 700054",03335619830,https://purwanchalvidyamandir.org/,,,,,,,,22.5821847,88.3883287,https://www.openstreetmap.org/node/12336503001,Purwanchal Vidyamandir,"p-232 CIT Road, 700054",,,phone: 03335619830 | website: https://purwanchalvidyamandir.org/,,,https://www.openstreetmap.org/node/12336503001,,,"22.5821847, 88.3883287",,
PW Govt Exam Wallah Kolkata,"8th floor AJC Bose Road (Sealdah Flyover), 700014","+917044531884, +918420620749",https://pw.live/,,,,,,,,22.5660376,88.369557,https://www.openstreetmap.org/node/12080634069,PW Govt Exam Wallah Kolkata,"8th floor AJC Bose Road (Sealdah Flyover), 700014",,,"phone: +917044531884, +918420620749 | website: https://pw.live/",,,https://www.openstreetmap.org/node/12080634069,,,"22.5660376, 88.369557",,
RD Memorial School,,,,,,,,,,,22.5032499,88.3791735,https://www.openstreetmap.org/node/7265838416,RD Memorial School,,,,,,,https://www.openstreetmap.org/node/7265838416,,,"22.5032499, 88.3791735",,
Saint Anthony's High School,,,,,,,,,,,22.5599311,88.3552274,https://www.openstreetmap.org/way/362945052,Saint Anthony's High School,,,,,,,https://www.openstreetmap.org/way/362945052,,,"22.5599311, 88.3552274",,
Sakhawat Memorial Govt. Girls' High School,"17 Lord Sinha Road, Kolkata, 700071",,,Government of West Bengal,government,,1-12,female,none,,22.5446088,88.3494987,https://www.openstreetmap.org/way/1131229990,Sakhawat Memorial Govt. Girls' High School,"17 Lord Sinha Road, Kolkata, 700071",,operator=Government of West Bengal; operator_type=government; levels=1-12; gender=female; religion=none,,,,https://www.openstreetmap.org/way/1131229990,,,"22.5446088, 88.3494987",,
Sanghamitra Vidyalaya,,,,,,,,,,,22.5427177,88.3100379,https://www.openstreetmap.org/way/142482528,Sanghamitra Vidyalaya,,,,,,,https://www.openstreetmap.org/way/142482528,,,"22.5427177, 88.3100379",,
Sarada Prasad Institution (For Boys),"108, 18, Bidhannagar Rd, Block-9, Murari Pukur, Ultadanga, Kolkata, West Bengal 700067",03323561172,,,,,,,,,22.5932305,88.3873714,https://www.openstreetmap.org/node/8859174031,Sarada Prasad Institution (For Boys),"108, 18, Bidhannagar Rd, Block-9, Murari Pukur, Ultadanga, Kolkata, West Bengal 700067",,,phone: 03323561172,,,https://www.openstreetmap.org/node/8859174031,,,"22.5932305, 88.3873714",,
SB girls High School,,,,,government,,,,,,22.4647949,88.3778875,https://www.openstreetmap.org/node/11300245908,SB girls High School,,,operator_type=government,,,,https://www.openstreetmap.org/node/11300245908,,,"22.4647949, 88.3778875",,
School for the Handicapped,,,,,,,,,,,22.546663,88.3107456,https://www.openstreetmap.org/way/123852896,School for the Handicapped,,,,,,,https://www.openstreetmap.org/way/123852896,,,"22.546663, 88.3107456",,
Shaw Public Girls High School,Fakir para road,,,,,,,,,,22.492422,88.313523,https://www.openstreetmap.org/node/1894651523,Shaw Public Girls High School,Fakir para road,,,,,,https://www.openstreetmap.org/node/1894651523,,,"22.492422, 88.313523",,
Shishu Siksha Niketan,"1/68 Jheel Road, Kolkata, 700075",,,,,,,,none,,22.4997741,88.3747787,https://www.openstreetmap.org/node/7265758614,Shishu Siksha Niketan,"1/68 Jheel Road, Kolkata, 700075",,religion=none,,,,https://www.openstreetmap.org/node/7265758614,,,"22.4997741, 88.3747787",,
Shree Vishudhanand Saraswati Vidyalay school,"36 Chittaranjan Avenue, 700007",03322411539,,,,,,,,,22.5800786,88.3616203,https://www.openstreetmap.org/node/12164967801,Shree Vishudhanand Saraswati Vidyalay school,"36 Chittaranjan Avenue, 700007",,,phone: 03322411539,,,https://www.openstreetmap.org/node/12164967801,,,"22.5800786, 88.3616203",,
Shyambazar AV English School,,,,,government,,1-7,,hindu,,22.5987019,88.3663231,https://www.openstreetmap.org/way/359338049,Shyambazar AV English School,,,operator_type=government; levels=1-7; religion=hindu,,,,https://www.openstreetmap.org/way/359338049,,,"22.5987019, 88.3663231",,
Silver Point School,Banku Bihari Chatterjee Road,,,,,,,,,,22.5144727,88.3802091,https://www.openstreetmap.org/node/10247535209,Silver Point School,Banku Bihari Chatterjee Road,,,,,,https://www.openstreetmap.org/node/10247535209,,,"22.5144727, 88.3802091",,
South City International School,"375 Prince Anwar Shah Road, 700068",,https://www.scis.co.in/,,,,,,,,22.5002815,88.3623891,https://www.openstreetmap.org/node/5996138986,South City International School,"375 Prince Anwar Shah Road, 700068",,,website: https://www.scis.co.in/,,,https://www.openstreetmap.org/node/5996138986,,,"22.5002815, 88.3623891",,
South Point High School,"82/7a Ballygunge Place, 700019",,,,private,,1-7,,,,22.5258704,88.3700934,https://www.openstreetmap.org/way/191145360,South Point High School,"82/7a Ballygunge Place, 700019",,operator_type=private; levels=1-7,,,,https://www.openstreetmap.org/way/191145360,,,"22.5258704, 88.3700934",,
South Subarban School,,,,,,,,,,,22.5308918,88.3444309,https://www.openstreetmap.org/way/224410798,South Subarban School,,,,,,,https://www.openstreetmap.org/way/224410798,,,"22.5308918, 88.3444309",,
SOUTHEND SCHOOL,,,,,,,,,,,22.4817158,88.345584,https://www.openstreetmap.org/node/9910279968,SOUTHEND SCHOOL,,,,,,,https://www.openstreetmap.org/node/9910279968,,,"22.4817158, 88.345584",,
St Johns Diocesan Girls Higher Secondary,,,,,,,,,,,22.5368906,88.353789,https://www.openstreetmap.org/way/122191974,St Johns Diocesan Girls Higher Secondary,,,,,,,https://www.openstreetmap.org/way/122191974,,,"22.5368906, 88.353789",,
St Paul's Boarding and Day School,"68 Diamond Harbour Road, 700023",,,,,,,,,,22.5346103,88.3262494,https://www.openstreetmap.org/way/142681896,St Paul's Boarding and Day School,"68 Diamond Harbour Road, 700023",,,,,,https://www.openstreetmap.org/way/142681896,,,"22.5346103, 88.3262494",,
St Paul's High School,,,,,,,,,,,22.5398644,88.3279709,https://www.openstreetmap.org/way/123491615,St Paul's High School,,,,,,,https://www.openstreetmap.org/way/123491615,,,"22.5398644, 88.3279709",,
